week,meantemp,begin_date,week_year,week_inyear
2820,4.8,1911-03-22,12-1911,12
2821,8.2,1911-04-01,13-1911,13
2822,8.2,1911-04-08,14-1911,14
2823,8.2,1911-04-15,15-1911,15
2824,8.2,1911-04-22,16-1911,16
2825,8.2,1911-04-29,17-1911,17
2826,14,1911-05-01,18-1911,18
2827,14,1911-05-08,19-1911,19
2828,14,1911-05-15,20-1911,20
2829,14,1911-05-22,21-1911,21
2830,15.6,1911-06-01,22-1911,22
2831,15.6,1911-06-08,23-1911,23
2832,15.6,1911-06-15,24-1911,24
2833,15.6,1911-06-22,25-1911,25
2834,19.8,1911-07-01,26-1911,26
2835,19.8,1911-07-08,27-1911,27
2836,19.8,1911-07-15,28-1911,28
2837,19.8,1911-07-22,29-1911,29
2838,19.8,1911-07-29,30-1911,30
2839,19.7,1911-08-01,31-1911,31
2840,19.7,1911-08-08,32-1911,32
2841,19.7,1911-08-15,33-1911,33
2842,19.7,1911-08-22,34-1911,34
2843,13.7,1911-09-01,35-1911,35
2844,13.7,1911-09-08,36-1911,36
2845,13.7,1911-09-15,37-1911,37
2846,13.7,1911-09-22,38-1911,38
2847,13.7,1911-09-29,39-1911,39
2848,8.9,1911-10-01,40-1911,40
2849,8.9,1911-10-08,41-1911,41
2850,8.9,1911-10-15,42-1911,42
2851,8.9,1911-10-22,43-1911,43
2852,5.4,1911-11-01,44-1911,44
2853,5.4,1911-11-08,45-1911,45
2854,5.4,1911-11-15,46-1911,46
2855,5.4,1911-11-22,47-1911,47
2856,4.1,1911-12-01,48-1911,48
2857,4.1,1911-12-08,49-1911,49
2858,4.1,1911-12-15,50-1911,50
2859,4.1,1911-12-22,51-1911,51
2860,4.1,1911-12-29,52-1911,52
2861,-0.6,1912-01-01,1-1912,1
2862,-0.6,1912-01-08,2-1912,2
2863,-0.6,1912-01-15,3-1912,3
2864,-0.6,1912-01-22,4-1912,4
2865,3.1,1912-02-01,5-1912,5
2866,3.1,1912-02-08,6-1912,6
2867,3.1,1912-02-15,7-1912,7
2868,3.1,1912-02-22,8-1912,8
2869,7,1912-03-01,9-1912,9
2870,7,1912-03-08,10-1912,10
2871,7,1912-03-15,11-1912,11
2872,7,1912-03-22,12-1912,12
2873,7,1912-03-29,13-1912,13
2874,7.6,1912-04-01,14-1912,14
2875,7.6,1912-04-08,15-1912,15
2876,7.6,1912-04-15,16-1912,16
2877,7.6,1912-04-22,17-1912,17
2878,12.1,1912-05-01,18-1912,18
2879,12.1,1912-05-08,19-1912,19
2880,12.1,1912-05-15,20-1912,20
2881,12.1,1912-05-22,21-1912,21
2882,16,1912-06-01,22-1912,22
2883,16,1912-06-08,23-1912,23
2884,16,1912-06-15,24-1912,24
2885,16,1912-06-22,25-1912,25
2886,16,1912-06-29,26-1912,26
2887,18.2,1912-07-01,27-1912,27
2888,18.2,1912-07-08,28-1912,28
2889,18.2,1912-07-15,29-1912,29
2890,18.2,1912-07-22,30-1912,30
2891,14.4,1912-08-01,31-1912,31
2892,14.4,1912-08-08,32-1912,32
2893,14.4,1912-08-15,33-1912,33
2894,14.4,1912-08-22,34-1912,34
2895,9.5,1912-09-01,35-1912,35
2896,9.5,1912-09-08,36-1912,36
2897,9.5,1912-09-15,37-1912,37
2898,9.5,1912-09-22,38-1912,38
2899,9.5,1912-09-29,39-1912,39
2900,6.5,1912-10-01,40-1912,40
2901,6.5,1912-10-08,41-1912,41
2902,6.5,1912-10-15,42-1912,42
2903,6.5,1912-10-22,43-1912,43
2904,3.5,1912-11-01,44-1912,44
2905,3.5,1912-11-08,45-1912,45
2906,3.5,1912-11-15,46-1912,46
2907,3.5,1912-11-22,47-1912,47
2908,4.1,1912-12-01,48-1912,48
2909,4.1,1912-12-08,49-1912,49
2910,4.1,1912-12-15,50-1912,50
2911,4.1,1912-12-22,51-1912,51
2912,4.1,1912-12-29,52-1912,52
2913,0.6,1913-01-01,1-1913,1
2914,0.6,1913-01-08,2-1913,2
2915,0.6,1913-01-15,3-1913,3
2916,0.6,1913-01-22,4-1913,4
2917,2.2,1913-02-01,5-1913,5
2918,2.2,1913-02-08,6-1913,6
2919,2.2,1913-02-15,7-1913,7
2920,2.2,1913-02-22,8-1913,8
2921,6.9,1913-03-01,9-1913,9
2922,6.9,1913-03-08,10-1913,10
2923,6.9,1913-03-15,11-1913,11
2924,6.9,1913-03-22,12-1913,12
2925,8.4,1913-04-01,13-1913,13
2926,8.4,1913-04-08,14-1913,14
2927,8.4,1913-04-15,15-1913,15
2928,8.4,1913-04-22,16-1913,16
2929,8.4,1913-04-29,17-1913,17
2930,12.6,1913-05-01,18-1913,18
2931,12.6,1913-05-08,19-1913,19
2932,12.6,1913-05-15,20-1913,20
2933,12.6,1913-05-22,21-1913,21
2934,15.1,1913-06-01,22-1913,22
2935,15.1,1913-06-08,23-1913,23
2936,15.1,1913-06-15,24-1913,24
2937,15.1,1913-06-22,25-1913,25
2938,14.6,1913-07-01,26-1913,26
2939,14.6,1913-07-08,27-1913,27
2940,14.6,1913-07-15,28-1913,28
2941,14.6,1913-07-22,29-1913,29
2942,14.6,1913-07-29,30-1913,30
2943,14.7,1913-08-01,31-1913,31
2944,14.7,1913-08-08,32-1913,32
2945,14.7,1913-08-15,33-1913,33
2946,14.7,1913-08-22,34-1913,34
2947,12.3,1913-09-01,35-1913,35
2948,12.3,1913-09-08,36-1913,36
2949,12.3,1913-09-15,37-1913,37
2950,12.3,1913-09-22,38-1913,38
2951,12.3,1913-09-29,39-1913,39
2952,10,1913-10-01,40-1913,40
2953,10,1913-10-08,41-1913,41
2954,10,1913-10-15,42-1913,42
2955,10,1913-10-22,43-1913,43
2956,7.6,1913-11-01,44-1913,44
2957,7.6,1913-11-08,45-1913,45
2958,7.6,1913-11-15,46-1913,46
2959,7.6,1913-11-22,47-1913,47
2960,2.8,1913-12-01,48-1913,48
2961,2.8,1913-12-08,49-1913,49
2962,2.8,1913-12-15,50-1913,50
2963,2.8,1913-12-22,51-1913,51
2964,2.8,1913-12-29,52-1913,52
2965,-2.8,1914-01-01,1-1914,1
2966,-2.8,1914-01-08,2-1914,2
2967,-2.8,1914-01-15,3-1914,3
2968,-2.8,1914-01-22,4-1914,4
2969,4.1,1914-02-01,5-1914,5
2970,4.1,1914-02-08,6-1914,6
2971,4.1,1914-02-15,7-1914,7
2972,4.1,1914-02-22,8-1914,8
2973,5.6,1914-03-01,9-1914,9
2974,5.6,1914-03-08,10-1914,10
2975,5.6,1914-03-15,11-1914,11
2976,5.6,1914-03-22,12-1914,12
2977,10.4,1914-04-01,13-1914,13
2978,10.4,1914-04-08,14-1914,14
2979,10.4,1914-04-15,15-1914,15
2980,10.4,1914-04-22,16-1914,16
2981,10.4,1914-04-29,17-1914,17
2982,11.2,1914-05-01,18-1914,18
2983,11.2,1914-05-08,19-1914,19
2984,11.2,1914-05-15,20-1914,20
2985,11.2,1914-05-22,21-1914,21
2986,15.1,1914-06-01,22-1914,22
2987,15.1,1914-06-08,23-1914,23
2988,15.1,1914-06-15,24-1914,24
2989,15.1,1914-06-22,25-1914,25
2990,17.7,1914-07-01,26-1914,26
2991,17.7,1914-07-08,27-1914,27
2992,17.7,1914-07-15,28-1914,28
2993,17.7,1914-07-22,29-1914,29
2994,17.7,1914-07-29,30-1914,30
2995,17.4,1914-08-01,31-1914,31
2996,17.4,1914-08-08,32-1914,32
2997,17.4,1914-08-15,33-1914,33
2998,17.4,1914-08-22,34-1914,34
2999,12.4,1914-09-01,35-1914,35
3000,12.4,1914-09-08,36-1914,36
3001,12.4,1914-09-15,37-1914,37
3002,12.4,1914-09-22,38-1914,38
3003,12.4,1914-09-29,39-1914,39
3004,9.2,1914-10-01,40-1914,40
3005,9.2,1914-10-08,41-1914,41
3006,9.2,1914-10-15,42-1914,42
3007,9.2,1914-10-22,43-1914,43
3008,4.4,1914-11-01,44-1914,44
3009,4.4,1914-11-08,45-1914,45
3010,4.4,1914-11-15,46-1914,46
3011,4.4,1914-11-22,47-1914,47
3012,4.9,1914-12-01,48-1914,48
3013,4.9,1914-12-08,49-1914,49
3014,4.9,1914-12-15,50-1914,50
3015,4.9,1914-12-22,51-1914,51
3016,4.9,1914-12-29,52-1914,52
3017,1,1915-01-01,1-1915,1
3018,1,1915-01-08,2-1915,2
3019,1,1915-01-15,3-1915,3
3020,1,1915-01-22,4-1915,4
3021,2,1915-02-01,5-1915,5
3022,2,1915-02-08,6-1915,6
3023,2,1915-02-15,7-1915,7
3024,2,1915-02-22,8-1915,8
3025,2.8,1915-03-01,9-1915,9
3026,2.8,1915-03-08,10-1915,10
3027,2.8,1915-03-15,11-1915,11
3028,2.8,1915-03-22,12-1915,12
3029,7.4,1915-04-01,13-1915,13
3030,7.4,1915-04-08,14-1915,14
3031,7.4,1915-04-15,15-1915,15
3032,7.4,1915-04-22,16-1915,16
3033,7.4,1915-04-29,17-1915,17
3034,13.9,1915-05-01,18-1915,18
3035,13.9,1915-05-08,19-1915,19
3036,13.9,1915-05-15,20-1915,20
3037,13.9,1915-05-22,21-1915,21
3038,17.9,1915-06-01,22-1915,22
3039,17.9,1915-06-08,23-1915,23
3040,17.9,1915-06-15,24-1915,24
3041,17.9,1915-06-22,25-1915,25
3042,16.4,1915-07-01,26-1915,26
3043,16.4,1915-07-08,27-1915,27
3044,16.4,1915-07-15,28-1915,28
3045,16.4,1915-07-22,29-1915,29
3046,16.4,1915-07-29,30-1915,30
3047,15.5,1915-08-01,31-1915,31
3048,15.5,1915-08-08,32-1915,32
3049,15.5,1915-08-15,33-1915,33
3050,15.5,1915-08-22,34-1915,34
3051,11.8,1915-09-01,35-1915,35
3052,11.8,1915-09-08,36-1915,36
3053,11.8,1915-09-15,37-1915,37
3054,11.8,1915-09-22,38-1915,38
3055,11.8,1915-09-29,39-1915,39
3056,7.1,1915-10-01,40-1915,40
3057,7.1,1915-10-08,41-1915,41
3058,7.1,1915-10-15,42-1915,42
3059,7.1,1915-10-22,43-1915,43
3060,2,1915-11-01,44-1915,44
3061,2,1915-11-08,45-1915,45
3062,2,1915-11-15,46-1915,46
3063,2,1915-11-22,47-1915,47
3064,4.7,1915-12-01,48-1915,48
3065,4.7,1915-12-08,49-1915,49
3066,4.7,1915-12-15,50-1915,50
3067,4.7,1915-12-22,51-1915,51
3068,4.7,1915-12-29,52-1915,52
3069,4.3,1916-01-01,1-1916,1
3070,4.3,1916-01-08,2-1916,2
3071,4.3,1916-01-15,3-1916,3
3072,4.3,1916-01-22,4-1916,4
3073,1.8,1916-02-01,5-1916,5
3074,1.8,1916-02-08,6-1916,6
3075,1.8,1916-02-15,7-1916,7
3076,1.8,1916-02-22,8-1916,8
3077,4.3,1916-03-01,9-1916,9
3078,4.3,1916-03-08,10-1916,10
3079,4.3,1916-03-15,11-1916,11
3080,4.3,1916-03-22,12-1916,12
3081,4.3,1916-03-29,13-1916,13
3082,8.5,1916-04-01,14-1916,14
3083,8.5,1916-04-08,15-1916,15
3084,8.5,1916-04-15,16-1916,16
3085,8.5,1916-04-22,17-1916,17
3086,13.7,1916-05-01,18-1916,18
3087,13.7,1916-05-08,19-1916,19
3088,13.7,1916-05-15,20-1916,20
3089,13.7,1916-05-22,21-1916,21
3090,13.2,1916-06-01,22-1916,22
3091,13.2,1916-06-08,23-1916,23
3092,13.2,1916-06-15,24-1916,24
3093,13.2,1916-06-22,25-1916,25
3094,13.2,1916-06-29,26-1916,26
3095,15.9,1916-07-01,27-1916,27
3096,15.9,1916-07-08,28-1916,28
3097,15.9,1916-07-15,29-1916,29
3098,15.9,1916-07-22,30-1916,30
3099,15.9,1916-08-01,31-1916,31
3100,15.9,1916-08-08,32-1916,32
3101,15.9,1916-08-15,33-1916,33
3102,15.9,1916-08-22,34-1916,34
3103,12,1916-09-01,35-1916,35
3104,12,1916-09-08,36-1916,36
3105,12,1916-09-15,37-1916,37
3106,12,1916-09-22,38-1916,38
3107,12,1916-09-29,39-1916,39
3108,9.1,1916-10-01,40-1916,40
3109,9.1,1916-10-08,41-1916,41
3110,9.1,1916-10-15,42-1916,42
3111,9.1,1916-10-22,43-1916,43
3112,5.5,1916-11-01,44-1916,44
3113,5.5,1916-11-08,45-1916,45
3114,5.5,1916-11-15,46-1916,46
3115,5.5,1916-11-22,47-1916,47
3116,2.7,1916-12-01,48-1916,48
3117,2.7,1916-12-08,49-1916,49
3118,2.7,1916-12-15,50-1916,50
3119,2.7,1916-12-22,51-1916,51
3120,2.7,1916-12-29,52-1916,52
3121,-2.3,1917-01-01,1-1917,1
3122,-2.3,1917-01-08,2-1917,2
3123,-2.3,1917-01-15,3-1917,3
3124,-2.3,1917-01-22,4-1917,4
3125,-4.6,1917-02-01,5-1917,5
3126,-4.6,1917-02-08,6-1917,6
3127,-4.6,1917-02-15,7-1917,7
3128,-4.6,1917-02-22,8-1917,8
3129,0.5,1917-03-01,9-1917,9
3130,0.5,1917-03-08,10-1917,10
3131,0.5,1917-03-15,11-1917,11
3132,0.5,1917-03-22,12-1917,12
3133,4.9,1917-04-01,13-1917,13
3134,4.9,1917-04-08,14-1917,14
3135,4.9,1917-04-15,15-1917,15
3136,4.9,1917-04-22,16-1917,16
3137,4.9,1917-04-29,17-1917,17
3138,15.8,1917-05-01,18-1917,18
3139,15.8,1917-05-08,19-1917,19
3140,15.8,1917-05-15,20-1917,20
3141,15.8,1917-05-22,21-1917,21
3142,19.4,1917-06-01,22-1917,22
3143,19.4,1917-06-08,23-1917,23
3144,19.4,1917-06-15,24-1917,24
3145,19.4,1917-06-22,25-1917,25
3146,17.7,1917-07-01,26-1917,26
3147,17.7,1917-07-08,27-1917,27
3148,17.7,1917-07-15,28-1917,28
3149,17.7,1917-07-22,29-1917,29
3150,17.7,1917-07-29,30-1917,30
3151,16.8,1917-08-01,31-1917,31
3152,16.8,1917-08-08,32-1917,32
3153,16.8,1917-08-15,33-1917,33
3154,16.8,1917-08-22,34-1917,34
3155,14.5,1917-09-01,35-1917,35
3156,14.5,1917-09-08,36-1917,36
3157,14.5,1917-09-15,37-1917,37
3158,14.5,1917-09-22,38-1917,38
3159,14.5,1917-09-29,39-1917,39
3160,7.5,1917-10-01,40-1917,40
3161,7.5,1917-10-08,41-1917,41
3162,7.5,1917-10-15,42-1917,42
3163,7.5,1917-10-22,43-1917,43
3164,6,1917-11-01,44-1917,44
3165,6,1917-11-08,45-1917,45
3166,6,1917-11-15,46-1917,46
3167,6,1917-11-22,47-1917,47
3168,-1.4,1917-12-01,48-1917,48
3169,-1.4,1917-12-08,49-1917,49
3170,-1.4,1917-12-15,50-1917,50
3171,-1.4,1917-12-22,51-1917,51
3172,-1.4,1917-12-29,52-1917,52
3173,1.9,1918-01-01,1-1918,1
3174,1.9,1918-01-08,2-1918,2
3175,1.9,1918-01-15,3-1918,3
3176,1.9,1918-01-22,4-1918,4
3177,2.9,1918-02-01,5-1918,5
3178,2.9,1918-02-08,6-1918,6
3179,2.9,1918-02-15,7-1918,7
3180,2.9,1918-02-22,8-1918,8
3181,4.7,1918-03-01,9-1918,9
3182,4.7,1918-03-08,10-1918,10
3183,4.7,1918-03-15,11-1918,11
3184,4.7,1918-03-22,12-1918,12
3185,9.8,1918-04-01,13-1918,13
3186,9.8,1918-04-08,14-1918,14
3187,9.8,1918-04-15,15-1918,15
3188,9.8,1918-04-22,16-1918,16
3189,9.8,1918-04-29,17-1918,17
3190,14.5,1918-05-01,18-1918,18
3191,14.5,1918-05-08,19-1918,19
3192,14.5,1918-05-15,20-1918,20
3193,14.5,1918-05-22,21-1918,21
3194,13.3,1918-06-01,22-1918,22
3195,13.3,1918-06-08,23-1918,23
3196,13.3,1918-06-15,24-1918,24
3197,13.3,1918-06-22,25-1918,25
3198,16.7,1918-07-01,26-1918,26
3199,16.7,1918-07-08,27-1918,27
3200,16.7,1918-07-15,28-1918,28
3201,16.7,1918-07-22,29-1918,29
3202,16.7,1918-07-29,30-1918,30
3203,15.9,1918-08-01,31-1918,31
3204,15.9,1918-08-08,32-1918,32
3205,15.9,1918-08-15,33-1918,33
3206,15.9,1918-08-22,34-1918,34
3207,13.2,1918-09-01,35-1918,35
3208,13.2,1918-09-08,36-1918,36
3209,13.2,1918-09-15,37-1918,37
3210,13.2,1918-09-22,38-1918,38
3211,13.2,1918-09-29,39-1918,39
3212,8.5,1918-10-01,40-1918,40
3213,8.5,1918-10-08,41-1918,41
3214,8.5,1918-10-15,42-1918,42
3215,8.5,1918-10-22,43-1918,43
3216,3.8,1918-11-01,44-1918,44
3217,3.8,1918-11-08,45-1918,45
3218,3.8,1918-11-15,46-1918,46
3219,3.8,1918-11-22,47-1918,47
3220,5,1918-12-01,48-1918,48
3221,5,1918-12-08,49-1918,49
3222,5,1918-12-15,50-1918,50
3223,5,1918-12-22,51-1918,51
3224,5,1918-12-29,52-1918,52
3225,0.9,1919-01-01,1-1919,1
3226,0.9,1919-01-08,2-1919,2
3227,0.9,1919-01-15,3-1919,3
3228,0.9,1919-01-22,4-1919,4
3229,1,1919-02-01,5-1919,5
3230,1,1919-02-08,6-1919,6
3231,1,1919-02-15,7-1919,7
3232,1,1919-02-22,8-1919,8
3233,3.8,1919-03-01,9-1919,9
3234,3.8,1919-03-08,10-1919,10
3235,3.8,1919-03-15,11-1919,11
3236,3.8,1919-03-22,12-1919,12
3237,6,1919-04-01,13-1919,13
3238,6,1919-04-08,14-1919,14
3239,6,1919-04-15,15-1919,15
3240,6,1919-04-22,16-1919,16
3241,6,1919-04-29,17-1919,17
3242,12.2,1919-05-01,18-1919,18
3243,12.2,1919-05-08,19-1919,19
3244,12.2,1919-05-15,20-1919,20
3245,12.2,1919-05-22,21-1919,21
3246,15.2,1919-06-01,22-1919,22
3247,15.2,1919-06-08,23-1919,23
3248,15.2,1919-06-15,24-1919,24
3249,15.2,1919-06-22,25-1919,25
3250,14.4,1919-07-01,26-1919,26
3251,14.4,1919-07-08,27-1919,27
3252,14.4,1919-07-15,28-1919,28
3253,14.4,1919-07-22,29-1919,29
3254,14.4,1919-07-29,30-1919,30
3255,16,1919-08-01,31-1919,31
3256,16,1919-08-08,32-1919,32
3257,16,1919-08-15,33-1919,33
3258,16,1919-08-22,34-1919,34
3259,14.4,1919-09-01,35-1919,35
3260,14.4,1919-09-08,36-1919,36
3261,14.4,1919-09-15,37-1919,37
3262,14.4,1919-09-22,38-1919,38
3263,14.4,1919-09-29,39-1919,39
3264,6.5,1919-10-01,40-1919,40
3265,6.5,1919-10-08,41-1919,41
3266,6.5,1919-10-15,42-1919,42
3267,6.5,1919-10-22,43-1919,43
3268,1.2,1919-11-01,44-1919,44
3269,1.2,1919-11-08,45-1919,45
3270,1.2,1919-11-15,46-1919,46
3271,1.2,1919-11-22,47-1919,47
3272,1.6,1919-12-01,48-1919,48
3273,1.6,1919-12-08,49-1919,49
3274,1.6,1919-12-15,50-1919,50
3275,1.6,1919-12-22,51-1919,51
3276,1.6,1919-12-29,52-1919,52
3277,3.3,1920-01-01,1-1920,1
3278,3.3,1920-01-08,2-1920,2
3279,3.3,1920-01-15,3-1920,3
3280,3.3,1920-01-22,4-1920,4
3281,3.8,1920-02-01,5-1920,5
3282,3.8,1920-02-08,6-1920,6
3283,3.8,1920-02-15,7-1920,7
3284,3.8,1920-02-22,8-1920,8
3285,7.3,1920-03-01,9-1920,9
3286,7.3,1920-03-08,10-1920,10
3287,7.3,1920-03-15,11-1920,11
3288,7.3,1920-03-22,12-1920,12
3289,7.3,1920-03-29,13-1920,13
3290,10.5,1920-04-01,14-1920,14
3291,10.5,1920-04-08,15-1920,15
3292,10.5,1920-04-15,16-1920,16
3293,10.5,1920-04-22,17-1920,17
3294,14.3,1920-05-01,18-1920,18
3295,14.3,1920-05-08,19-1920,19
3296,14.3,1920-05-15,20-1920,20
3297,14.3,1920-05-22,21-1920,21
3298,15.5,1920-06-01,22-1920,22
3299,15.5,1920-06-08,23-1920,23
3300,15.5,1920-06-15,24-1920,24
3301,15.5,1920-06-22,25-1920,25
3302,15.5,1920-06-29,26-1920,26
3303,18.2,1920-07-01,27-1920,27
3304,18.2,1920-07-08,28-1920,28
3305,18.2,1920-07-15,29-1920,29
3306,18.2,1920-07-22,30-1920,30
3307,15.5,1920-08-01,31-1920,31
3308,15.5,1920-08-08,32-1920,32
3309,15.5,1920-08-15,33-1920,33
3310,15.5,1920-08-22,34-1920,34
3311,13.5,1920-09-01,35-1920,35
3312,13.5,1920-09-08,36-1920,36
3313,13.5,1920-09-15,37-1920,37
3314,13.5,1920-09-22,38-1920,38
3315,13.5,1920-09-29,39-1920,39
3316,7,1920-10-01,40-1920,40
3317,7,1920-10-08,41-1920,41
3318,7,1920-10-15,42-1920,42
3319,7,1920-10-22,43-1920,43
3320,1.2,1920-11-01,44-1920,44
3321,1.2,1920-11-08,45-1920,45
3322,1.2,1920-11-15,46-1920,46
3323,1.2,1920-11-22,47-1920,47
3324,1.3,1920-12-01,48-1920,48
3325,1.3,1920-12-08,49-1920,49
3326,1.3,1920-12-15,50-1920,50
3327,1.3,1920-12-22,51-1920,51
3328,1.3,1920-12-29,52-1920,52
3329,5.2,1921-01-01,1-1921,1
3330,5.2,1921-01-08,2-1921,2
3331,5.2,1921-01-15,3-1921,3
3332,5.2,1921-01-22,4-1921,4
3333,2.2,1921-02-01,5-1921,5
3334,2.2,1921-02-08,6-1921,6
3335,2.2,1921-02-15,7-1921,7
3336,2.2,1921-02-22,8-1921,8
3337,6.2,1921-03-01,9-1921,9
3338,6.2,1921-03-08,10-1921,10
3339,6.2,1921-03-15,11-1921,11
3340,6.2,1921-03-22,12-1921,12
3341,8,1921-04-01,13-1921,13
3342,8,1921-04-08,14-1921,14
3343,8,1921-04-15,15-1921,15
3344,8,1921-04-22,16-1921,16
3345,8,1921-04-29,17-1921,17
3346,14,1921-05-01,18-1921,18
3347,14,1921-05-08,19-1921,19
3348,14,1921-05-15,20-1921,20
3349,14,1921-05-22,21-1921,21
3350,14.2,1921-06-01,22-1921,22
3351,14.2,1921-06-08,23-1921,23
3352,14.2,1921-06-15,24-1921,24
3353,14.2,1921-06-22,25-1921,25
3354,17.9,1921-07-01,26-1921,26
3355,17.9,1921-07-08,27-1921,27
3356,17.9,1921-07-15,28-1921,28
3357,17.9,1921-07-22,29-1921,29
3358,17.9,1921-07-29,30-1921,30
3359,16.9,1921-08-01,31-1921,31
3360,16.9,1921-08-08,32-1921,32
3361,16.9,1921-08-15,33-1921,33
3362,16.9,1921-08-22,34-1921,34
3363,12.7,1921-09-01,35-1921,35
3364,12.7,1921-09-08,36-1921,36
3365,12.7,1921-09-15,37-1921,37
3366,12.7,1921-09-22,38-1921,38
3367,12.7,1921-09-29,39-1921,39
3368,10.9,1921-10-01,40-1921,40
3369,10.9,1921-10-08,41-1921,41
3370,10.9,1921-10-15,42-1921,42
3371,10.9,1921-10-22,43-1921,43
3372,-0.2,1921-11-01,44-1921,44
3373,-0.2,1921-11-08,45-1921,45
3374,-0.2,1921-11-15,46-1921,46
3375,-0.2,1921-11-22,47-1921,47
3376,0.9,1921-12-01,48-1921,48
3377,0.9,1921-12-08,49-1921,49
3378,0.9,1921-12-15,50-1921,50
3379,0.9,1921-12-22,51-1921,51
3380,0.9,1921-12-29,52-1921,52
3381,-2.2,1922-01-01,1-1922,1
3382,-2.2,1922-01-08,2-1922,2
3383,-2.2,1922-01-15,3-1922,3
3384,-2.2,1922-01-22,4-1922,4
3385,-1.9,1922-02-01,5-1922,5
3386,-1.9,1922-02-08,6-1922,6
3387,-1.9,1922-02-15,7-1922,7
3388,-1.9,1922-02-22,8-1922,8
3389,3.8,1922-03-01,9-1922,9
3390,3.8,1922-03-08,10-1922,10
3391,3.8,1922-03-15,11-1922,11
3392,3.8,1922-03-22,12-1922,12
3393,5.9,1922-04-01,13-1922,13
3394,5.9,1922-04-08,14-1922,14
3395,5.9,1922-04-15,15-1922,15
3396,5.9,1922-04-22,16-1922,16
3397,5.9,1922-04-29,17-1922,17
3398,13.5,1922-05-01,18-1922,18
3399,13.5,1922-05-08,19-1922,19
3400,13.5,1922-05-15,20-1922,20
3401,13.5,1922-05-22,21-1922,21
3402,15.8,1922-06-01,22-1922,22
3403,15.8,1922-06-08,23-1922,23
3404,15.8,1922-06-15,24-1922,24
3405,15.8,1922-06-22,25-1922,25
3406,15.8,1922-07-01,26-1922,26
3407,15.8,1922-07-08,27-1922,27
3408,15.8,1922-07-15,28-1922,28
3409,15.8,1922-07-22,29-1922,29
3410,15.8,1922-07-29,30-1922,30
3411,14.9,1922-08-01,31-1922,31
3412,14.9,1922-08-08,32-1922,32
3413,14.9,1922-08-15,33-1922,33
3414,14.9,1922-08-22,34-1922,34
3415,11.5,1922-09-01,35-1922,35
3416,11.5,1922-09-08,36-1922,36
3417,11.5,1922-09-15,37-1922,37
3418,11.5,1922-09-22,38-1922,38
3419,11.5,1922-09-29,39-1922,39
3420,4.6,1922-10-01,40-1922,40
3421,4.6,1922-10-08,41-1922,41
3422,4.6,1922-10-15,42-1922,42
3423,4.6,1922-10-22,43-1922,43
3424,3.2,1922-11-01,44-1922,44
3425,3.2,1922-11-08,45-1922,45
3426,3.2,1922-11-15,46-1922,46
3427,3.2,1922-11-22,47-1922,47
3428,3,1922-12-01,48-1922,48
3429,3,1922-12-08,49-1922,49
3430,3,1922-12-15,50-1922,50
3431,3,1922-12-22,51-1922,51
3432,3,1922-12-29,52-1922,52
3433,2.6,1923-01-01,1-1923,1
3434,2.6,1923-01-08,2-1923,2
3435,2.6,1923-01-15,3-1923,3
3436,2.6,1923-01-22,4-1923,4
3437,1.4,1923-02-01,5-1923,5
3438,1.4,1923-02-08,6-1923,6
3439,1.4,1923-02-15,7-1923,7
3440,1.4,1923-02-22,8-1923,8
3441,5.9,1923-03-01,9-1923,9
3442,5.9,1923-03-08,10-1923,10
3443,5.9,1923-03-15,11-1923,11
3444,5.9,1923-03-22,12-1923,12
3445,7.1,1923-04-01,13-1923,13
3446,7.1,1923-04-08,14-1923,14
3447,7.1,1923-04-15,15-1923,15
3448,7.1,1923-04-22,16-1923,16
3449,7.1,1923-04-29,17-1923,17
3450,11.8,1923-05-01,18-1923,18
3451,11.8,1923-05-08,19-1923,19
3452,11.8,1923-05-15,20-1923,20
3453,11.8,1923-05-22,21-1923,21
3454,11.4,1923-06-01,22-1923,22
3455,11.4,1923-06-08,23-1923,23
3456,11.4,1923-06-15,24-1923,24
3457,11.4,1923-06-22,25-1923,25
3458,18.6,1923-07-01,26-1923,26
3459,18.6,1923-07-08,27-1923,27
3460,18.6,1923-07-15,28-1923,28
3461,18.6,1923-07-22,29-1923,29
3462,18.6,1923-07-29,30-1923,30
3463,15.2,1923-08-01,31-1923,31
3464,15.2,1923-08-08,32-1923,32
3465,15.2,1923-08-15,33-1923,33
3466,15.2,1923-08-22,34-1923,34
3467,12.7,1923-09-01,35-1923,35
3468,12.7,1923-09-08,36-1923,36
3469,12.7,1923-09-15,37-1923,37
3470,12.7,1923-09-22,38-1923,38
3471,12.7,1923-09-29,39-1923,39
3472,10.4,1923-10-01,40-1923,40
3473,10.4,1923-10-08,41-1923,41
3474,10.4,1923-10-15,42-1923,42
3475,10.4,1923-10-22,43-1923,43
3476,3.3,1923-11-01,44-1923,44
3477,3.3,1923-11-08,45-1923,45
3478,3.3,1923-11-15,46-1923,46
3479,3.3,1923-11-22,47-1923,47
3480,-1.4,1923-12-01,48-1923,48
3481,-1.4,1923-12-08,49-1923,49
3482,-1.4,1923-12-15,50-1923,50
3483,-1.4,1923-12-22,51-1923,51
3484,-1.4,1923-12-29,52-1923,52
3485,-2.8,1924-01-01,1-1924,1
3486,-2.8,1924-01-08,2-1924,2
3487,-2.8,1924-01-15,3-1924,3
3488,-2.8,1924-01-22,4-1924,4
3489,-2.2,1924-02-01,5-1924,5
